Make,Model,Number.of.Engines,Total.Fatalities,Total.Uninjured,Publication.Date,Aircraft.damage_Destroyed,Aircraft.damage_Minor,Aircraft.damage_Substantial,Total.Injuries,total.inj.or.killed,Percent.Injured.or.Killed,Passenger.Capacity.Tier
CESSNA,401B,2.0,0.0,2.0,1/1/1982,False,False,True,0.0,0.0,0.0,private plane
CESSNA,414,2.0,8.0,0.0,3/1/1983,True,False,False,0.0,8.0,1.0,private plane
BEECH,BE-58,2.0,1.0,0.0,3/1/1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-34,2.0,2.0,0.0,4/1/1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,Skymaster,2.0,2.0,0.0,4/1/1983,True,False,False,2.0,4.0,1.0,private plane
PIPER,PA-31,2.0,2.0,0.0,5/1/1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,A340,2.0,0.0,3.0,6/1/1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-34,2.0,0.0,3.0,9/1/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,0.0,10/1/1983,True,False,False,2.0,2.0,1.0,private plane
PIPER,PA-23,2.0,0.0,2.0,10/1/1983,True,False,False,0.0,0.0,0.0,private plane
CESSNA,310L,2.0,0.0,1.0,11/1/1983,False,False,True,0.0,0.0,0.0,
EMBRAER,EMB110,2.0,0.0,2.0,12/1/1983,False,True,False,0.0,0.0,0.0,private plane
CESSNA,414,2.0,0.0,0.0,12/1/1983,True,False,False,3.0,3.0,1.0,private plane
PIPER,PA-31,2.0,0.0,2.0,13-01-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,C45,2.0,0.0,2.0,15-01-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,1.0,0.0,17-01-1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,0.0,17-01-1983,True,False,False,3.0,3.0,1.0,private plane
BEECH,F50,2.0,2.0,0.0,17-01-1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,AEROSTAR 601P,2.0,0.0,2.0,19-01-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,0.0,2.0,19-01-1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-31,2.0,0.0,2.0,20-01-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,58,2.0,2.0,0.0,20-01-1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,PA-23,2.0,1.0,0.0,20-01-1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,402,2.0,1.0,0.0,21-01-1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-23,2.0,0.0,0.0,21-01-1983,True,False,False,3.0,3.0,1.0,private plane
PIPER,PA-34,2.0,0.0,3.0,23-01-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,0.0,2.0,28-01-1983,False,False,True,0.0,0.0,0.0,
BEECH,B200,2.0,0.0,2.0,29-01-1983,False,False,False,0.0,0.0,0.0,private plane
BEECH,99,2.0,0.0,0.0,1/2/1983,True,False,False,7.0,7.0,1.0,private plane
PIPER,PA-23,2.0,1.0,0.0,2/2/1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,0.0,6/2/1983,True,False,False,2.0,2.0,1.0,private plane
BEECH,200,2.0,0.0,10.0,9/2/1983,False,False,False,0.0,0.0,0.0,private plane
CESSNA,310R,2.0,0.0,2.0,9/2/1983,False,False,True,0.0,0.0,0.0,
CESSNA,402,2.0,0.0,1.0,9/2/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310,2.0,0.0,0.0,10/2/1983,True,False,False,2.0,2.0,1.0,
BEECH,C55,2.0,2.0,0.0,10/2/1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,421,2.0,0.0,2.0,10/2/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,401,2.0,0.0,5.0,10/2/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,2.0,0.0,11/2/1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,PA-34,2.0,1.0,0.0,13-02-1983,True,False,False,0.0,1.0,1.0,private plane
BOEING,737,2.0,0.0,119.0,15-02-1983,False,True,False,0.0,0.0,0.0,large airliner
CESSNA,310D,2.0,0.0,2.0,15-02-1983,True,False,False,0.0,0.0,0.0,
PIPER,PA-23,2.0,1.0,0.0,15-02-1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,2.0,15-02-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,8.0,0.0,16-02-1983,True,False,False,0.0,8.0,1.0,private plane
BEECH,90,2.0,0.0,4.0,16-02-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,6.0,17-02-1983,False,False,True,0.0,0.0,0.0,private plane
EMBRAER,EMB110,2.0,0.0,16.0,18-02-1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,3.0,19-02-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,1.0,19-02-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,404,2.0,0.0,7.0,19-02-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,56TC,2.0,0.0,1.0,20-02-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,6.0,22-02-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-60,2.0,0.0,1.0,22-02-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-60,2.0,0.0,3.0,23-02-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,C55,2.0,1.0,0.0,24-02-1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,310Q,2.0,0.0,2.0,24-02-1983,False,False,True,0.0,0.0,0.0,
CESSNA,414,2.0,0.0,1.0,24-02-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,3.0,25-02-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,5.0,25-02-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,D18S,2.0,0.0,1.0,25-02-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,B90,2.0,0.0,3.0,26-02-1983,False,True,False,0.0,0.0,0.0,private plane
CESSNA,320C,2.0,0.0,3.0,27-02-1983,False,False,True,0.0,0.0,0.0,
CESSNA,310K,2.0,0.0,1.0,4/3/1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-30,2.0,0.0,2.0,4/3/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,0.0,2.0,5/3/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,B58,2.0,0.0,1.0,5/3/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,6/3/1983,True,False,False,0.0,0.0,0.0,private plane
CESSNA,310,2.0,0.0,2.0,6/3/1983,False,False,True,0.0,0.0,0.0,
BOEING,707,4.0,1.0,0.0,8/3/1983,False,False,False,0.0,1.0,1.0,large airliner
BEECH,E18S,2.0,0.0,0.0,8/3/1983,False,False,True,1.0,1.0,1.0,private plane
PIPER,PA-23,2.0,0.0,3.0,8/3/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,1.0,0.0,11/3/1983,True,False,False,0.0,1.0,1.0,private plane
BEECH,B55,2.0,0.0,2.0,11/3/1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,B55,2.0,0.0,1.0,11/3/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310,2.0,0.0,2.0,11/3/1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-38,2.0,0.0,1.0,12/3/1983,True,False,False,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,3.0,12/3/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,4.0,12/3/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Citation,2.0,0.0,2.0,12/3/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,200,2.0,0.0,4.0,13-03-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-28,2.0,0.0,1.0,13-03-1983,False,False,True,3.0,3.0,0.75,private plane
BEECH,C45,2.0,1.0,0.0,14-03-1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,4.0,15-03-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,1.0,0.0,16-03-1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,A340,2.0,3.0,0.0,16-03-1983,True,False,False,0.0,3.0,1.0,
CESSNA,402,2.0,0.0,3.0,16-03-1983,False,True,False,0.0,0.0,0.0,private plane
CESSNA,A340,2.0,0.0,1.0,16-03-1983,False,False,True,0.0,0.0,0.0,
CESSNA,401,2.0,5.0,0.0,18-03-1983,True,False,False,2.0,7.0,1.0,private plane
CESSNA,421,2.0,1.0,0.0,18-03-1983,True,False,False,2.0,3.0,1.0,private plane
CESSNA,421,2.0,0.0,1.0,19-03-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310B,2.0,0.0,2.0,22-03-1983,False,False,True,0.0,0.0,0.0,
CESSNA,414,2.0,0.0,0.0,23-03-1983,True,False,False,2.0,2.0,1.0,private plane
BEECH,65-A90,2.0,0.0,2.0,23-03-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,2.0,24-03-1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,1.0,24-03-1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,707,4.0,0.0,7.0,24-03-1983,False,False,True,0.0,0.0,0.0,large airliner
GULFSTREAM,G-159C,2.0,0.0,20.0,25-03-1983,False,False,False,0.0,0.0,0.0,regional airliner
BEECH,65-88,2.0,0.0,2.0,25-03-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,3.0,25-03-1983,False,False,True,1.0,1.0,0.25,private plane
BEECH,58,2.0,6.0,0.0,26-03-1983,True,False,False,0.0,6.0,1.0,private plane
CESSNA,310Q,2.0,0.0,3.0,26-03-1983,False,False,True,0.0,0.0,0.0,
BEECH,B55,2.0,0.0,2.0,27-03-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310D,2.0,0.0,1.0,27-03-1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-32,2.0,0.0,7.0,28-03-1983,False,False,True,0.0,0.0,0.0,private plane
GULFSTREAM,690C,2.0,1.0,0.0,29-03-1983,True,False,False,0.0,1.0,1.0,
PIPER,PA-31,2.0,0.0,3.0,2/4/1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,2.0,2/4/1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,D55,2.0,0.0,2.0,3/4/1983,True,False,False,0.0,0.0,0.0,private plane
PIPER,601P,2.0,0.0,5.0,4/4/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,3.0,5/4/1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,0.0,5/4/1983,True,False,False,5.0,5.0,1.0,private plane
BEECH,E55,2.0,2.0,0.0,6/4/1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,320F,2.0,3.0,0.0,6/4/1983,True,False,False,0.0,3.0,1.0,
CESSNA,421,2.0,0.0,2.0,6/4/1983,False,False,True,1.0,1.0,0.3333333333333333,private plane
PIPER,PA-23,2.0,0.0,3.0,7/4/1983,True,False,False,0.0,0.0,0.0,private plane
CESSNA,310,2.0,0.0,2.0,7/4/1983,False,False,True,0.0,0.0,0.0,
CESSNA,A340,2.0,0.0,1.0,7/4/1983,False,False,True,0.0,0.0,0.0,
BEECH,65-A90,2.0,0.0,2.0,7/4/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,C-18S,2.0,0.0,9.0,8/4/1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,108.0,9/4/1983,False,True,False,0.0,0.0,0.0,large airliner
PIPER,PA-23,2.0,0.0,5.0,11/4/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,AEROSTAR 602P,2.0,0.0,3.0,12/4/1983,False,False,True,1.0,1.0,0.25,private plane
PIPER,PA-34,2.0,0.0,1.0,13-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,7.0,15-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,4.0,16-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,1.0,16-04-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,150,2.0,0.0,2.0,17-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,3.0,0.0,18-04-1983,True,False,False,0.0,3.0,1.0,private plane
CESSNA,411,2.0,5.0,0.0,18-04-1983,True,False,False,0.0,5.0,1.0,private plane
BEECH,BE-99,2.0,0.0,11.0,18-04-1983,False,True,False,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,68.0,18-04-1983,False,False,True,0.0,0.0,0.0,large airliner
BEECH,B95,2.0,1.0,0.0,21-04-1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,320A,2.0,0.0,1.0,21-04-1983,False,False,True,0.0,0.0,0.0,
BEECH,A60,2.0,0.0,1.0,23-04-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,0.0,25-04-1983,True,False,False,3.0,3.0,1.0,private plane
BEECH,B55,2.0,0.0,4.0,25-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,25-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,2.0,26-04-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,90,2.0,0.0,1.0,26-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,601P,2.0,0.0,4.0,27-04-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,27-04-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,411A,2.0,1.0,0.0,28-04-1983,True,False,False,0.0,1.0,1.0,private plane
BEECH,E18S,2.0,2.0,0.0,28-04-1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,PA-31,2.0,0.0,7.0,30-04-1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,1/5/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,1.0,2/5/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,56TC,2.0,0.0,5.0,2/5/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,B90,2.0,7.0,0.0,5/5/1983,True,False,False,0.0,7.0,1.0,private plane
LEARJET,PA-23,2.0,4.0,0.0,6/5/1983,True,False,False,0.0,4.0,1.0,private plane
PIPER,PA-34,2.0,0.0,5.0,6/5/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,8.0,6/5/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-28,4.0,0.0,1.0,8/5/1983,False,False,True,0.0,0.0,0.0,private plane
GULFSTREAM,980(695),2.0,2.0,0.0,12/5/1983,True,False,False,0.0,2.0,1.0,private plane
CESSNA,402,2.0,0.0,8.0,13-05-1983,False,True,False,0.0,0.0,0.0,private plane
CESSNA,310,2.0,0.0,2.0,14-05-1983,False,False,True,0.0,0.0,0.0,
BEECH,C55,2.0,4.0,0.0,15-05-1983,True,False,False,0.0,4.0,1.0,private plane
PIPER,PA-30,2.0,0.0,0.0,17-05-1983,False,False,True,1.0,1.0,1.0,private plane
PIPER,P-60-601P,2.0,1.0,0.0,18-05-1983,True,False,False,1.0,2.0,1.0,private plane
GULFSTREAM,G-159C,2.0,0.0,21.0,18-05-1983,False,True,False,0.0,0.0,0.0,regional airliner
CESSNA,Skymaster,2.0,1.0,0.0,21-05-1983,True,False,False,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,3.0,21-05-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,2.0,23-05-1983,True,False,False,1.0,1.0,0.3333333333333333,private plane
CESSNA,404,2.0,0.0,2.0,23-05-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,B95,2.0,0.0,2.0,25-05-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310R,2.0,0.0,2.0,25-05-1983,False,False,True,0.0,0.0,0.0,
CESSNA,310R,2.0,0.0,6.0,25-05-1983,False,False,True,0.0,0.0,0.0,
BEECH,58,2.0,0.0,1.0,26-05-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,320D,2.0,8.0,0.0,27-05-1983,True,False,False,0.0,8.0,1.0,
PIPER,PA-34,2.0,0.0,5.0,27-05-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,7.0,28-05-1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,D95A,2.0,5.0,0.0,28-05-1983,True,False,False,0.0,5.0,1.0,private plane
CESSNA,Skymaster,2.0,0.0,1.0,1/6/1983,False,False,True,1.0,1.0,0.5,private plane
PIPER,PA-34,2.0,0.0,1.0,1/6/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,5.0,2/6/1983,False,True,False,0.0,0.0,0.0,private plane
BEECH,B55,2.0,5.0,0.0,3/6/1983,True,False,False,0.0,5.0,1.0,private plane
BEECH,D18S,2.0,0.0,4.0,3/6/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,65-90,2.0,0.0,3.0,4/6/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,2.0,0.0,5/6/1983,True,False,False,0.0,2.0,1.0,private plane
PIPER,PA-23,2.0,0.0,2.0,5/6/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,18,2.0,0.0,2.0,6/6/1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,1.0,6/6/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,150,2.0,0.0,1.0,6/6/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,500,2.0,0.0,1.0,8/6/1983,False,False,False,1.0,1.0,0.5,private plane
CESSNA,402,2.0,0.0,3.0,9/6/1983,False,False,True,0.0,0.0,0.0,private plane
LEARJET,PA-23,2.0,0.0,8.0,11/6/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,C-35,2.0,0.0,0.0,13-06-1983,True,False,False,4.0,4.0,1.0,private plane
PIPER,PA-23,2.0,0.0,0.0,14-06-1983,True,False,False,3.0,3.0,1.0,private plane
CESSNA,421,2.0,0.0,2.0,15-06-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,T303,2.0,0.0,2.0,17-06-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,H-18,2.0,0.0,1.0,18-06-1983,True,False,False,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,4.0,18-06-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,0.0,0.0,19-06-1983,True,False,False,1.0,1.0,1.0,private plane
CESSNA,421,2.0,0.0,3.0,19-06-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310,2.0,0.0,1.0,21-06-1983,True,False,False,0.0,0.0,0.0,
BEECH,C55,2.0,0.0,0.0,21-06-1983,True,False,False,2.0,2.0,1.0,private plane
CESSNA,310P,2.0,0.0,3.0,21-06-1983,False,False,True,0.0,0.0,0.0,
CESSNA,Skymaster,2.0,0.0,3.0,21-06-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,2.0,25-06-1983,True,False,False,0.0,0.0,0.0,private plane
CESSNA,320B,2.0,3.0,0.0,26-06-1983,True,False,False,0.0,3.0,1.0,
BEECH,D18S,2.0,0.0,2.0,26-06-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,1.0,28-06-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310K,2.0,0.0,1.0,29-06-1983,False,False,True,0.0,0.0,0.0,
BEECH,E18S,2.0,0.0,0.0,30-06-1983,False,False,True,1.0,1.0,1.0,private plane
CESSNA,A340,2.0,0.0,4.0,30-06-1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-39,2.0,0.0,3.0,1/7/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310Q,2.0,0.0,1.0,1/7/1983,False,False,True,0.0,0.0,0.0,
PIPER,PA-30,2.0,0.0,1.0,2/7/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,T310P,2.0,0.0,0.0,2/7/1983,False,False,True,2.0,2.0,1.0,
BEECH,58P,2.0,0.0,4.0,3/7/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,2.0,4/7/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,60,2.0,0.0,0.0,5/7/1983,True,False,False,1.0,1.0,1.0,private plane
CESSNA,310I,2.0,2.0,0.0,5/7/1983,True,False,False,0.0,2.0,1.0,
CESSNA,414,2.0,0.0,2.0,8/7/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,1.0,9/7/1983,False,False,True,2.0,2.0,0.6666666666666666,private plane
CESSNA,A340,2.0,0.0,4.0,10/7/1983,False,False,True,0.0,0.0,0.0,
BEECH,A55,2.0,0.0,0.0,13-07-1983,False,False,True,1.0,1.0,1.0,private plane
PIPER,PA-30,2.0,0.0,3.0,15-07-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,C45,2.0,0.0,1.0,17-07-1983,True,False,False,0.0,0.0,0.0,private plane
BEECH,A55,2.0,0.0,2.0,18-07-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,0.0,0.0,19-07-1983,True,False,False,2.0,2.0,1.0,private plane
BEECH,E18S,2.0,0.0,1.0,20-07-1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,1.0,0.0,21-07-1983,True,False,False,4.0,5.0,1.0,private plane
PIPER,PA-60,2.0,2.0,0.0,23-07-1983,True,False,False,0.0,2.0,1.0,private plane
BEECH,B-60,2.0,0.0,0.0,24-07-1983,False,False,True,1.0,1.0,1.0,private plane
PIPER,PA-23,2.0,0.0,0.0,25-07-1983,False,False,True,2.0,2.0,1.0,private plane
BEECH,C45,2.0,0.0,1.0,25-07-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,2.0,26-07-1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,129.0,28-07-1983,False,True,False,0.0,0.0,0.0,large airliner
BEECH,B55,2.0,0.0,3.0,28-07-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,B99,2.0,0.0,2.0,28-07-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,2.0,28-07-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310P,2.0,0.0,2.0,30-07-1983,False,False,True,0.0,0.0,0.0,
CESSNA,421,2.0,0.0,1.0,1/8/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310C,2.0,0.0,1.0,3/8/1983,False,False,True,0.0,0.0,0.0,
BEECH,B55,2.0,2.0,0.0,4/8/1983,True,False,False,1.0,3.0,1.0,private plane
CESSNA,Skymaster,2.0,0.0,1.0,4/8/1983,False,False,True,0.0,0.0,0.0,private plane
BOEING,737,2.0,0.0,102.0,5/8/1983,False,True,False,0.0,0.0,0.0,large airliner
BEECH,90,2.0,0.0,4.0,5/8/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,A55,2.0,0.0,4.0,6/8/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,1.0,0.0,8/8/1983,True,False,False,0.0,1.0,1.0,private plane
CESSNA,310R,2.0,1.0,0.0,9/8/1983,True,False,False,0.0,1.0,1.0,
CESSNA,421,2.0,0.0,1.0,9/8/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,E55,2.0,0.0,0.0,10/8/1983,False,False,True,1.0,1.0,1.0,private plane
BOEING,737,2.0,0.0,0.0,12/8/1983,False,True,False,33.0,33.0,1.0,large airliner
BEECH,E18S,2.0,0.0,2.0,12/8/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,0.0,1.0,12/8/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,5.0,12/8/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,E18S,2.0,0.0,0.0,13-08-1983,True,False,False,2.0,2.0,1.0,private plane
BEECH,58TC,2.0,0.0,1.0,15-08-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-38,2.0,0.0,2.0,15-08-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,0.0,16-08-1983,False,True,False,1.0,1.0,1.0,private plane
CESSNA,336,2.0,0.0,1.0,16-08-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,60,2.0,0.0,1.0,17-08-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,5.0,19-08-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,21-08-1983,True,False,False,0.0,0.0,0.0,private plane
CESSNA,401A,2.0,0.0,2.0,23-08-1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,1.0,25-08-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,2.0,25-08-1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,T310R,2.0,2.0,0.0,29-08-1983,True,False,False,0.0,2.0,1.0,
CESSNA,310Q,2.0,1.0,0.0,29-08-1983,True,False,False,1.0,2.0,1.0,
CESSNA,310C,2.0,0.0,3.0,29-08-1983,False,False,True,0.0,0.0,0.0,
BEECH,G18,2.0,0.0,1.0,30-08-1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,C55,2.0,0.0,2.0,1/9/1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,2.0,0.0,2/9/1983,True,False,False,0.0,2.0,1.0,private plane
BOEING,727,3.0,0.0,128.0,2/9/1983,False,False,False,2.0,2.0,0.015384615384615385,large airliner
BEECH,B55,2.0,0.0,1.0,2/9/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,6.0,2/9/1983,False,False,True,0.0,0.0,0.0,private plane
BEECH,A55,2.0,0.0,1.0,3/9/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,601P,2.0,0.0,3.0,4/9/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310A,2.0,0.0,2.0,4/9/1983,False,False,True,0.0,0.0,0.0,
CESSNA,421,2.0,0.0,3.0,7/9/1983,False,True,False,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,8/9/1983,False,False,True,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,4.0,10/9/1983,False,False,True,0.0,0.0,0.0,private plane
CESSNA,310R,2.0,0.0,5.0,10/9/1983,False,False,True,0.0,0.0,0.0,
CESSNA,310P,2.0,0.0,4.0,12/9/1983,False,False,True,2.0,2.0,0.3333333333333333,
CESSNA,402,2.0,0.0,3.0,14-09-1983,False,False,True,7.0,7.0,0.7,private plane
PIPER,PA-34,2.0,0.0,2.0,15-09-1983,False,True,False,0.0,0.0,0.0,private plane
